essay_id	essay_set	essay	essay_score	Foreign languages	Genre	Months of PT	Mother tongue	Nationality	Number of words	Topic	Type of text
es121CAITF_1	Describing someone's weekend	"O fim de semana do Miguel e da Joana

No sábado de manhã, eles o Miguel e a Joana levantaram-se às 10:30 e depois tomaram um duche. A seguir às 11:00 da manhã, tomaram o pequeno almoço que o Miguel fez e saiíram de casa para tomar um café na rua Venezuela. Quando voltaram a casa, fizeram o TPC e depois foram ao Barrio Alto para almoçar com os pais deles. Quando chegaram a casa, às 3:00 da tarde, eles enviaram uns emails aos amigos deles e depois falaram com os avós pela internet. Por volta das 9:00 da tarde, lancharam com um vizinho muito simpático. Depois foram ao supermercado e às 8:00 da noite jantaram com a família deles. Por último, às 9h30 da noite, foram ao cinema para ver ""Star Wars"" e depois beberam um copo no Barrio Bairro Alto, e por isso deitaram-se tarde.

No domingo de manhã dormiram até tarde e levantaram-se às 11:30 e depois oiuviram um pouco de música. À tarde saiíram de casa para almoçar com os amigos do Miguel. Depois, por volta das 3:30 da tarde, foram todos juntos ao Jardim da Estrela para assistir ao melhor concerto Jazz. A seguir, às 6:00 da tarde foram ao teatro e gostaram muito disso. dDepois voltaram a para casa e estudaram para o teste de português, e depois para também leram um o jornal. Por último, às 9:30, comeram uma sandes mixsta e às 10:15 foram para a cama.
"	1	English	recount	_	Spanish	Portuguese	223	Free time and entertainment	FT
zh032CAETF	Messages to a friend	"Querido MM,
Eu estou doente, não posso ir jantar contigo. Hoje é terça-feira. Nós podemos ir jantar juntos na sexta-feira. Desculpe.
Um braço
MM
Olá MM.
Como estás.
Eu chegou à Portugal no dia 10 de Outubro, agora tudo está bem.
Utimamente, eu tinha proucurado um apartamento novo. Porque este apartamento é muito caro. Eu estou muito ocupado. De segunda-feira à sexta-feira, eu estudo Português na Faculdade de Letra da Universidade de Lisboa. Ao fim-de-semana, tenho de trabalhar numo num restaurade chinês. Acho que posso praticar português.
Eu já vistouei muitos lugares difirentes e, por exmplo exemplo  Tarra de Belém e  Castelo do São Jorjge. NaEm Portugal, há muitos lugares bonitos. Os portugueses também são muit simpátitcos. Eu gosto muito dae Portugal.
Agora é tudo.
Bom, por agora é tudo.
Um braço.
MM.
"	2	English	message	16	Chinese	Chinese	126	Daily life	FT
es117CSITF_2	giving directions	"Sr. Teixeira tu tens tem de que apanhar no metro da linha verde em direção ao o Cais do Sodreé, depois tu tensm que parar em de sair na Baixa Chiado, ali tu e tensm que apanhar de mudar para a linha azul em direção à Reboleira. Tu O destino é a uúltima estação.
"	1	English,French	informative	_	Spanish	Spanish	38	Travel	FT
zh159CASTF2	Comment a quote on different types of education.	"Como Edward Gibbon disse, ""todo o homem recebe duas espécies de educação: a que lhe é dada pelos outros, e a que ele dá a sis mesmo, que é muito mais importante"". Este tema da educação convive e acompanha toda a sua própria vida.
O que é uma espécie Que tipo/espécie de de educação é que uma pessoa recebe pelosdos outros? Podemos chama-secahamar-lhe ""ensino"", o que acontece no em qualquer lugar, e não somente existe na escola. Isso também é uma maneira dos de adquirir conhecimentos do mundo,; por exemplo, a primeira comunicação, expressão ou canção simples, devido receber que é transmitida pelos seus pais (pai ou mãe ou ambos), pela televisão, pelos professores e amigos na escola, etc. Muitas vezes, aprendemos algo sobre uma área nova ou abreimos uma diferente  no meio de apredizagem ou só imitação, especialmente, na era no caso dos bebés e das crianças. Tais circunstâncias não são contraditórias  co à da autoconsciência. Como  o desenvolvimento dos seus conhecimentos e das  autoconsciências, Estas duas espécies de educação convivem     e a educação que ele uma pessoa dá a si mesmoa vai alcançar outra espécie ser de outro tipo/outra espécie, tornando-se muito mais importante na sua vida do a longo prazo.
Auto-consciência, auto-educação e auto-reflexão são os três caminhos importantes pelos queais uma pessoa dá  si mesmo pode seguir. Seja como for, recebe qualquer adquire algum conhecimento, e o passo aspeto mais prático, mais fundamental , e mais essencial é que   se torna uma parte de se enriquecer enriquece a si mesma. Por isso, esta espécie de educação pode ajudr-lheá-la   a encontrar as situações próprios ,  avançar os  objetos de luta viver à sua própria maneira e a atingir objetivos na vida e uma supervisão.
Os factores internosiores são os fundamentos fundamentais para todos os homemns. Isso também é uma espécie de educação que ele uma pessoa dá a si mesmoa.
"	5	English	opinion	_	Chinese	Chinese	253	Education	FT
ru022CVMTF_2	Is it the first time that you study in a foreign country? What do you think about Portugal and the Portugueses?	"Eu totalmente concordo com as opiniões destes estudantes. Pela primeira vez eu estudava fora da Rússia, na Europa, e isto realmente foi uma experiência inesquecível. Acho que os estudos na Universidade de Lisboa foram a possibilidade unica de aperfeiçoar o meu nível do português, de falar com os estrangeiros da nossa turma e com os portugueses.
Em Portugal o ambiente é muito amizavel. Eu acho que os portugueses gostam de comunicar, e de conhecer as novas pessoas. Uma coisa importante é que eles sempre nos ajudavam-nos sempre quando nós tivemos alguns problemas. Também Os portugueses também são muito s cordiais.
Os portugueses são parecidos com os russos: eles tem a mesma combinação da tristeza e alegria, a mesma felicidade e saudades. Mas no fundo, todos os portugueses são muito differente um dos outros.
Eu gostei imenso de Portugal: as pessoas, o ambiente, o estilo da vida dos portugueses, o oceano e muitas outras coisas.
Eu queria visitar Portugal mais uma vez, ou, pode ser, mais do qu ou, pode ser, mais muitas vezes.
"	3	_	opinion	18	Russian	Russian	158	Daily life	FT
de047CAITF	The informant's life in Lisbon, his daily routine and future plans	"Chamo-me FF e moro em Lisboa. Lisboa é Sou de Berlim. Uma cidade mais grande maior do que Lisboa. Mas gosto de Lisboa porque esta é uma cidade bonita. Também gosto de Lisboa porque gosto de ir à praia. A praia em Carcavelos é muito bonita. Normalmente a o as cidades têm uma são àna praia ou àsnas montanhas, mas posso tomarir de comboios de a Sintra porpara as montanhas ou a Carcavelos por a praia. Este não duraé longe.
O meu dia-a-dia não é muito interessante. Eu vou de estudar àao Faculdade de Direito ana Cidade Universitária. Depois encontro os meus amigos e nós jantos. Ás vezes eu vou dea um clube ou dea um bar.
Normalemente acordo às dez de manhã e levanto-me às dez e meio. Depois tomo o duche. Antes posso ir fora, bebo um café Eu bebo um café, antes  sai de a minha casa. Eu não tomo o pequeno-almoço, só bebo o café. Ás vezes almoço fora, mas janto deem casa. Gosto de cozinhar porpara me e os meus amigos.
Adoro de musíca, então também gosto de dançar e chantarcantar.
Também gosto de fazer desporto, faço Taekwondo à Alemanha de B em Berlim.
"	1	English,French	recount	_	German	German	175	Daily life	FT
ro014CAITI	Describe the family in the picture	"ÉEsta é a família LL. 
O pai chama-se MM e tem 40 anos. Ele é marido da FF e tem três filhos. Chamam-se a FF, FF e MM. A mulher de MM tem cabelo loiro e longo. O MM tem barba e cobelo preto e medio. 
A filha, o FF, tem 18 anos, é uma ropariga muito simpótica e tem cobelos castanho e longo. A segunda filha, a FF é uma rapariga pequena é, tem 3 anos e tem cabelo longo e medio. Também ela tem olhos pequenos. E o rapaz de cabelo loiro e curto é o MM, a o filho do MM e da FF. 
"	1	English	informative	0	Romanian	Romanian	104	Identification, characterization and description of people and objects	IT
es056CVETF_2	Cover letter for a job application	"Local e data:
Assunto:
Exmº Senhor,
O meu nome é FFLL e escriboevo-lhe porque estou muito interessada no anúncio que vi na internet, para vendedora. Considero-me uma pessoa com boa apresentação e capacidade de negociação, já que tenho muita expêriencia nessa área de trabalho. Tive a sorte de trabalhar para grandes empresas como XX e XX, onde aprendi a conhecer o sistema de ventda e o trato para com os clientes.
Tenho um niível muito alto de Inglês porque vivi em Dublin mais de quatro anos. Também posso falar espanhol já que sou argentina.
Estou a gosto agradada/satisfeita com o que a companhia oferece-me, mas se vocês puisderaem eu poderia utiliçzar o meu próprio carro e também tenho a minha carta de condução ao em díia.
Gostaria imensamente de poder marcar um dia para que me conhecerçam, para me conhecerem quando vocês o desejam.
Espero a sua resposta.
Com os meus melhores cumprimentos,
FFLL
"	2	English	formalLetter	8	Spanish	Argentinian	144	Daily life	FT
it091CSITF_2	Invitation to play a sport	"Querida amiga FF,
Como estaás contigo? *Tudo bem contigo? / Como estás tu? Eu escrevo-te estae email para convidar-te ao meu Aniversário, que é no dia 17 de Septembro às 13:00 na minha casa. A minha famiília costuma organizar um torneio de vólei.
Eu sei que tu nunca jogaste e portanto tens medo de cometer errors ou de não ser capaz de jogar. Além disso, não te preocupes, tu sabes que o vólei é o meu desporto favorito e esta é uma boa oportunidade para se divertir *nos divertirmos todos juntos. O regoulamento não é muito complicado. O vooleibol tem unm sistema de puontuação que divide o jogo em 3 ""set"", cada um tem 25 puontos. Para jogar é preciso de uma bola e o campo de jogo é dividido por uma rede em dois meios-campos. O óbietivo principal do jogo é o que o de fazer cair a bola no campo adversário, obtivendo *obtendo um puonto. Eu gosto muito de o do jogo di equipa, porque hà muita colaboração entre os juogadores.
Esta é uma boa maneira para *de aprender um desporto novo e depois é o meu aniversário.
Portanto tu não podes faltar!
Está muito quente, lembrea-te: os traz calções e uma camisola.
Até logo *logo?,
Beijinhos,
FF
"	1	English,French	personalLetter	_	Italian	Italian	207	Free time and entertainment	FT
es001CVMTD	The labour market situation in the country of the informant	"A situaça laboral do meu pais é, neste momento, muito complicada. Espanha té uma peorcentagem de desemprego de quasi 20% da populaçao em idade de trabalhar. Estea porcentagem é ainda muito maior enquanto estamos à falar dos jovens. Nomeadamente,  mais do 40% dos jovens do meu pais não trovaram ainda um emprego.
A crisise económica causou muitos prejuizos ao meu pais, e agravou-se a causa dos problemas com o mercado imobiliário, que foi  o motor de crescimento de Espanha pedurante as duas ultimas décadas
Mais, acho que seria muito simples pensarmos que estas duas raçoens explican todas as causas da situação que atravessa Espanha. Eu penso que há raçoens mais profundas que poden aiudar-nos  ter uma visão mais exacta do que está a acontecer no meu pais
Eu tenho que dizer, com tristessa, que se Espanha encontra-se numa coiuntura tão dificil é a causa deuma cultura politica basada em modelos corrompidos de convivencia, nos quais as pessoas tentavan de fazer dinheiro fácil sem trabalhar
Embora  fossemos conscientes de que o nosso estilo de vida não era sustentavel, não fizemos caso das sinais de perigo que estavam no caminoho.
Ao contrário, os espanhois temos vivido pedurante os ultimos anos muito orgulhosos por de viver por cima das nossas posibilidades reais, e agora simplesemente estamos a suofrer as terribles consequencias.
É preciso fazermos uma mudança da nossa cultura politica e social e pensarmos que a riqueza so pode ser conseguida com esforço e trabalho e não por medio da especulaçao e duma vida fácil.
Mais, a verdade é que eu não tenho muita esperança de que o meu pais saiba aprender desta situação
Talvez eu seja pessimista demais.
"	3	_	informative	12	Spanish	Spanish	275	Society economy and politics	DT
ko033CAATF_1	Letter asking for more information regarding a cultural exchange program	" FFLL 
PP 
Exmos Senhores 
Responsável pelo departmaento de intercâmbio 
Associação académica de Universidade de Lisboa 
PP
Assunto: Pedido de informações sobre o programa de intercámbio na França 
Exmos Senhores, 
Sou FFLL, estou no curso de história de ocidente, neste universidade. Estou no último ano e a escrever a minha tese sobre França Portanto, queria assistir no programa de intercâmbio na em França sei que posso o fazer inscrição para entrar algumas universidades em Paris, mas, não sei qual é melhor para mim. Devido a solicito informações em baixo. 
. curso como vai ser os cursos nas universidades? : os nomes das aulas os professores.
. A avalição do curso é mesma com nossa universidade? 
. Onde posso ficar lá? Tenho possibilidade de escolher? 
E qual é o valor? 
. Nas universidades na de intercâmbio há atividades culturais com os alunos dessas universidades? Se houvesse  quais atividades posso assistir? 
Se V. Ex.a precisa mais informações ou tem algume dúvida de mim, pode contactar com o número XX 
Muito obrigada pela sua ajuda. 
Com os melhores cumprimentos Lisboa, 23 de maio, 2018 
FF 
"	4	English	formal letter	_	Korean	Korean 	176	Servicies	FT
