essay_id	essay_set	essay	essay_score	Age	CEFR level of test	Coherence/Cohesion	Gender	Grammatical accuracy	Mother tongue	Orthography	Overall CEFR rating	Sociolinguistic appropriateness	Test language	Vocabulary control	Vocabulary range
VAR0909009	write an essay: Everywhere well but at home the best - ID: B2PS0200_doma	"Vždycky když jsem délší dobu doma, třeba 3 týdny nebo měsíc, tak už se mi zase chce cestovat. Nejraději bych si v takových okamžicích koupil jakoukoliv jizdenku nebo letenku a jel bych kolem světa. Cestování je nejzajímavejší když máme hodně času a peněz a nemusíme nikam spěchat. Vlak přijiždí k nějaké malé stanici, řekněme v Nemecku, a my tam vystupujeme, aniž bychom věděli, jestli v této vesnici je vůbec hotel. Pak jdeme do místní hospody a tam se seznámujeme s lídmi. Nemluvíme německý? - nevadí. Určitě najde se tam někdo, kdo mluví anglický nebo dokonce český. Potom všechno je už velmí snadné. Lidé jsou přece v každé zemí přibližně stejní. Mají rádi pivo, mají rádi filmy, hudbu a literaturu. A hlavně - mají také rádi cestování. A tak sedíme v hospodě v německé vesnici, vyprávíme o našich cestách kolem světa, které bychom chtěli kdysi realizovat. Hraje nam k tomu nějaký ruský jazzman, který také rád cestuje . přijel např. z Volgogradu. A samozřejmě táto situace není maximum našich možnosti. Je to jen otázka peněz. Cesta kolem světa je mnohém dražsí, než krátký výlet do Německa. Ale možnosti tu jsou. Potkál jsem jednou muže, který na kole projel -unreadable- několik zemí v Azií a Africe. - Bylo to nebezpečné? - zeptal jsem se ho. - Vůbec ne - řekl 
Pokud se nebudeme příliš obávat, a budeme se slušně  chovat k lidém, tak naše cesty budou příjemné. Přijde  však takový okamžík, když  budeme v tom vlaku, letadle, autě, v těch hotelích nebo mezi přislušníky jiné kultury, a najednou se rozhodneme, že chceme se vrátit do toho města, které je naše.  k přátelům, k rodině  
 A nezbyvá nam nic než jít do cestovní kanceláře nebo na nádraží v té cizí země, a koupit si jizdenku domů.
Abychom zase, za měsíc nebo dva, měli ten zvláštní pocit, že zase chceme na cestu. Víme, co vlastně chceme? :)"	4	4049	B2	B2	male	B2	Polish	B1	B2	0	Czech	B2	B2
PHA1109008	describe a photo: woman sitting at the window - ID: A2PS0200_zena	Na obrázku vidim ženu. Je pani Jana Svobodová. Šedi na zidli vedle okna. Je v Praze ale neni Čecha. Je Italska od Řime. Pani Svobodová má dlouhé vlasy a je ji 45 let. Vystudovala Filozofii a pracuje v knihovnu. Je vdaná a ma 2 děti. Na co právě mysli? Na dovolenou protože je unavena. Ráda čte historicke romany. Kazde rano chodi na procházku na Inaměsti vedle jeji dům. Má jeden pes ktery se jmenuje Rex.	2	2029	A2	A2	female	A2	Other	A2	A2	0	Czech	A2	A2
0813	answer to the email of Alena - ID: 1_Alena	"9. ledna 08
Ahoj Aleno,
děkuji Ti mockrát za tvůj email. Těšila jsem se. Jsem moc ráda taky. Studium je dobře. Nepracuju na diplomc ale příští semestr budu pracovat na jí. Plánuju dovolenou v létě. Chtěla bych jet do Florencïe. Těším se. 
Moc ráda bych se s tebou setkala taky. Těšila bych, kdybys přišla ke mně. Kdy přijdeš? Docházím na nádraží, samozřejmy. Píšeš prázdninovém kurzu češtiny. Kdy je ho?  Kolik stojí? Je moc zajímavý. Můžeš posílat na inzerát? By bylo moc hezky. Kurz je lepší za budoucnost než moje dovolená. 
Těším se na naše setkání.
Pozdravuj Martina ode mne.
Srdečně tě zdravím.
Tvoje Dana."	2	not reported	B1	B1	female	A2	German	B1	A2	B1	Czech	A2	B1
1020	- ID: 3_Jana	"Ahoj Jano,
děkuju za tvůj mail. Mám rádost, že ses ozvala.
To je ale překvapení, že jsi se rozhodla, že budeš studovat dál. Jaký obor chceš studovat v Praze? A jak se ti líbí kurz angličtiny? Nevím, zda můžím tam dělat taky kurz češtiny? Chtěla bych přijit do Brna v létě. Pak se můžeme setkat častěji. Prosím tě, můžíš mi poslat odkaz na wébovou stránku školy?
Po ukončení studia chci si hledat praci. Jsem momentálně ve stresu, protože pišu ještě moji diplomovou praci a musím jí dokončit přišti tyden. Ale v létě, budu jet na dovolenou s přitelem do Španělska. Snad přijdu taky do Brna. Jsem radá, že mám několik dní po ukončení studia. Poslšlu ti ještě nějaké fotky posledního výletu s Tomášem.
Měj se fajn.
Zdravím tě,
 Eva"	3	not reported	B1	B1	female	B1	German	B1	B1	A2	Czech	B1	B1
PHA0411028	write an essay: No pain no gain - ID: B2PS0202_kolace	"""Bez pracenejsou kolače"" je pravda. Musite pracovat abyste dostal nějakou cenu. To je dobra lekce pro všichni ale většinou pro děti. Děti se musi učit tu lekci brzo aby byli pracovitý. Ja mam tři děti. Každy tyden dostavají penize od nas. Ale, aby dostali penize musí pracovat doma. Na přiklad musí prat a uklizet trohu. Můj nejstarší uštřešil a ptom koupil nový i touch. To je dobry že už ví že když pracuje, dostane penize a ptom muze mít nějakou cenu jako i touch. 
Bohužel někdy dospěli jsou líný a potom se zlobí že nemají moc penež a jine věci. Jsem učitelkou. Učila jsem ve středí skolě. Neprve jsem měla nejhořší studenti ve skolě. To nebylo lehké ale pracovala jsem moc s studenti. Studenti mi respektovali. Moje poslední školní rok, řediteka mi dala nejlepší studenty ze skoly. Ale když jsem byla učiteka, znala jsem učiteli a učtelky kteřy nebyli pracovitý. Oni pořad dostavali od Řediteky špatny studenty.
Tak, uřcite, ""bez prace nejsou kolače."" To je pravda v mem zivotě. To je škoda že ješte někdy lidi to neví nebo nemají o to zajem. Uz jsou s životem spokojeny. Nechtejí pracovat vic aby dosteli něco na vic."	3	3039	B2	B1	female	B1	English	B1	B1	0	Czech	B1	B1
0907	answer to the email of Jana - ID: 2_Jana	"Milá Jano, 
Děkuju Ti mohokrat za tvůj email.  Mám se dobře ale jsem měla v minulych dnech chřipku a jsem ležela. Ale dneska jsem už zase fit. Mám taky černé svědomí že jsem Ti už dlouho nepsala. Těším se na tvoje pozvání a ráda přijede do Prahy. Teď mám taky zkoušky a hodně práce. Ale v březnu mám dost času. Chtěla bych Ti navštívit a chtěla bych bych zůstat u Tebe o víkendu. Je to možné? Ráda bych prohlédla město. -unreadable- že bude hezké počasí. Která adresa máš?  Čím metrem musím jet a kolik stojí jednu jízdenku? 
Co se Ti přeješ k narozeninám a mám přinášet něco jiného? Máš pravdu že -unreadable- mám mluvít česky na tvou akci. Přeju Ti hezkou dovolenou a doufám, že posláš mi jednu pohlednici z Italie. 
Pro dnešek končím, je už pozdě a zítra rano musím vstávát brzo. Tak, odpověz brzy a pozdravuj Martina ode mne.
Měj se hezky a uvidíme  se v březnu.
Tvoje  Sabine"	3	not reported	B1	B1	female	B1	German	B1	B1	B1	Czech	B1	B1
LIB0611004A	answering on a birthday invitation - ID: A2PS0102_oslava	"Milá Evo! 
Včera jsi pozvala mě na oslavu svých narozenin. Děkuju na to! Moc se na to těším!  Ale chci zeptat, kde budeš oslavovat narozeniny? V kavárně nebo doma? V kolik hodin bude to začíná? A kdo ještě přijde k tobě?
Tvoje kamarádka
 Kateřina"	2	3039	A2	A2	female	A2	Other	B2	A2	A2	Czech	A2	A2
PHA0610025	write an essay: More people know more - ID: B2PS0201_hlava	"Cílem tohoto textu je diskutovat význám přísloví ""Víc hlav víc ví"". Pokusím si ukazovat, proč to přísloví není pro každou situaci vhodné.
Příslovo ""Víc hlav víc ví"" znamená, že skupina několik osob je schopna řešit úkoly lepší než jeden člověk sám. Samozřejmě je to často pravda. Známá díla například z oboru architektury, jako kostely, ukazují, že někdy je spolupráce mnozích  nutná, aby něco vynikajícího může byt realizováno. Také v vědeckém oboru jsou výsledky bývalých průžek základem, na kterém nová zkoumaní zacínají.
Zároveň bych ale chtěla zdůraznit, že to se nedá řict všeobecně. Já si myslím, že v mnoha situacích, například ve firmě, skupinová práce vede k problémům. Pravocat spolů s jinými lidmi je na jedné straně časově náročné, na druhé straně výsledky jsou často negativně ovlivěny problémy mezi spoluprácovniky. V těch případech může to byt, že jedna hlava ví víc, alespoň co se týka konečného výsledku.
Také si myslím, že to přísloví není ve stejné míře pravdivé pro všechny kultury. Domnívám se, že existují kulturní rozdíly vzhledem k tomu, jak efektifná je skupinová práce. Zkoumat právě tyto rozdíly by bylo zajímavém úkolem pro vědecké zkoumání."	4	3039	B2	B2	female	B1	German	B2	B2	0	Czech	B2	B2
PHA0509025	write an essay: The school is the basis of the life - ID: B2PS0200_skola	"Vzdělání jako základní pilíř pro člověka bylo vždycky velmí důležité. Nejenom v současné době, ale i v minulosti. Rozdíl mezí minulostí a současností je v tom, že současná situace, co se manuální práce týče, hodně změnila kvůli počítačům a automatizí pracovních procesů se člověk musí stále učit nové věci. Kvůli tomu školy hrají velmi důležitou roli.
Na druhé straně myslím, že toto teoretické vzdělání nestačí. V němčině máme jeden výraz: „Škola života"". To znamená, že praktická část života je tak důležitá jak ta teoretická část života.
Chtěl bych Vám dát jeden příklad: Ve škole se učí cizí jazyky, ale problém je v tom, že toto vyučování je spíš teoretické. Po několika letech této vyučování člověk myslí, že může mluvit cizím jazykem s lidmi v cizíně. Velmi často se ten jazyk na místě v cizíně odlišuje od jazyka, která byla naučená ve škole. To může být velký šok a frustrující zkušenost. Tato žkušenost je část praktického života a podle mého názoru člověk není na to připravený. Takový je život.
Teoretické vzděláni a praktická zkušenost mají stejnou důležitost. Doufám, že se v budoucnosti  obě věci naučí."	4	4049	B2	B2	male	B2	German	C1	B2	0	Czech	C1	B2
BER0611005	write an essay: No pain no gain - ID: B2PS0202_kolace	"""V nouzi poznáš přítele""? - Tomu jsem nikdy nevěřil. Ale loni se změnilo všechno, když jsem byl na Slovensku...
V létě roku 2010 jsem cestoval sám po Slovensku : Byl jsem teprvé v Bratislavě, potom v Košicích a na konci v Tatrech. Byla jedna z nejkrásnějších cest ve svém životě. Města na Slovensku jsou krásná, jídla jsou dobrá a Slováci jsou moc milí. Na konci své cesty dělal jsem turistiku v Tatrech. Mám radost být sám a chodit v lesu. A ty lesy v Tatrech jsou velké... příliš velké.
Jednoho dne jsem v lesu strátil orientace. Nevěděl jsem vůbec, kde jsem byl. Chodil jsem celý den po lesu, ale nenašel jsem cestu zpátky. Musel jsem spát dvě noci v lesu, jenom ve svém spacáku. Neměl jsem ani vodu, ani jídlo, ale měl jsem velký strach!
Třetí den setkal jsem starého muže, který bydlel v malé chalupě v lesu. On mi dál jídlo a postel, a já jsem mu pomáhal celý týden v domácnosti. Kazdý večer jsme seděli dlouho před chatou a koukali jsme spolu na přírodě.
Takovým spůsobem jsem našel nového kamaráda - anebo přítele v nouzi!"	3	3039	B2	B2	male	B1	German	B2	B1	0	Czech	B2	B1
0603	answer to the email of Alena - ID: 1_Alena	"Ahoj Aleno
bylo mi velká radost čist poslední e-mail, který jsem dostal před . Mám se výborně protože momentálně pišu zkousku z češtiny. Musím  Ti napsát dopis a potom udělám ustní zkousku. Jinak i jiné zkousky  už jsme dělal. Teď mi počkaji jenom několík hezčí seminární práci. Ten rok ještě nepracuju na diplomce, teprve začnu tím příští rok. Přesto nebudu mít dlouhé prázdniny, ale až přijdeš ty určitě mám volno. Musíš mi napsát v kolik hodin přijede vlak z Pirny abych mohl Tě dojit. V každém případě se těším na  tvou navštěvu. Odpoledne mužeme jet domů mých rodicče a večer bychom mohli jít do kina, jestli máš chuť.
Ostatně, děkuji Ti mockrát za tvou hezkou nabidku. Mám  velký  zájem na kurzu češtiny. Jenom potřebuju vědět kolík stojí, nemám hodně peníze. A nevíš, kdy začne? Snad je ti možné, že mi poslaš inzerát kurzu? Moc byl bych rád  kdybych mohl studovat v Čechách v letě!
Tedy, pozdravuj tvoje rodicči a mej se hezky! Těším se na 13. dubna když se uvidíme. Jsem jistý že budeme mít hezkou dobou spolu!
Za chvílí ahoj.
Srdečně, Tvůj Martin"	3	not reported	B1	B1	male	B1	German	B1	B1	B1	Czech	B1	B1
PHA1110001A	write an email to a hotel - ID: A2PS0101_hotel	"Dobrý den, chtěl bych se poinformovat o tom, jestli máte jeden dvoulužkovy pokoj volný od pátku do neděle přisti tyden, a kolik to stoji Budeme dva dospěle.
Jestli je možne budeme jist v hotelu anebo potřebujeme informace, kde je nejbližši restaurace. Patří k hotelu také parkoviště? Jestli ne, kde je možný parkovat blizko u hotelu? Chtěli bychom se učit lyžovat, je tam škola? Děkuju vám. J.Č."	2	3039	A2	B1	male	B1	Other	B1	A2	A2	Czech	B1	A2
0821	answer to the email of Alena - ID: 1_Alena	"Ahoj Aleno,
jsem moc ráda že přijedeš.
Já budu mit čas 13.dubna, tak že se můžeme setkát odpoledne. Napiš mi, prosím, kdy přijedeš na nádraží (v kolik hodin?) a ja přidu po tebe. Já mám teď zkoušky. Dneska budu mít poslední zkoušku z češtiny. Diplomku budu psát v přišti semestr, protože chci ještě jít nikám na dovolenu
Kdyz přijedeš do města X tak vem ze s sebou fotky ze sve dovolen. Je to moc zajímavý pro mně.
Ještě se chc-ambiguous-  zept-ambiguous-t o prázdninovych kurzach z  češtiny na vaše universitě. Ve které dobe to bude a kolik to bude stát? Napíš mi, prosím! Bylo by výborné! Když budeš mít čas tak můžeš m-unreadable- poslt na můj e-mail tu internetovou stránku o kurzach.
Už se těším na tvůj příjezd. Nejprve se setkáme na nádraží, potom půjdeme ke mně. Já uvářim něco dobrýho na oběd. A večer můžeme jít někm ve město na procházku a taky do kavárny na kávu nebo koktejl.
Přeju ti všechno nejlepši na pohovoru!
Skoro se uvidimé!"	3	not reported	B1	B1	female	B1	Slavic background	B1	B1	B1	Czech	A2	B1
PHA0710018	write an essay: Clothes make the man - ID: B2PS0201_saty	"V dnešní době koupit si krásné obličení není vůbec žádny problem. Obchody s obličenim jsou opravdu všude a každý člověk může si koupit různé divné a hezké šaty, kraťasy, kalhoty a cokoliv ješte. A proto těžko mít jediný názor na tému ""šaty dělají člověka"". Ale zkusím vysvětlit co na to myslim. 
Dnes a táke v minulosti nejen šaty dělali člověka. Ano, to jak výpadá člověk s kterým jsme se séznamili je důležite, ale jen na začátku conversace. Ja si myslim ve svem živote nezačnu mluvit s bezdomovcem nebo nejakou ošklivou ženou. Potom se může stát že ten člověk, o kterem jsme kvůli ho špatnému obličení myslili o nem špatné nebo měli jsme nejaký předsudek, bude známý profesor, učitel, herec nebo hudebník. Prostě, on se nestará o tom jak on výpada, protože to podle ho názoru není důležíte a důležité to co máš v duše, co úmiš, co znáš. Souhlasím s tím Ja se obvyklé nedívam moc na oděv, je aby člověk nebyl špinavý nebo nesmrdel.
Dnes, když můžeme si koupit cokoliv, spousta lidi vypadají normálně a příjemně ale, bohužel, to take znamená, že jednodušé bude potkat take i hezkeho člověka, který kromě krasných šat nebude mít nic, a mluvení s takovým člověkem je trvání času nazmar."	4	2029	B2	B2	male	B2	Russian	B2	B2	0	Czech	B2	B2
LIB0611001B	describe a photo: swimming in the sea - ID: A2PS0202_more	Na fotografii jsou otec a dcera. Se jmenuje Marie. Ona je mladá a hezká. Jsou na moře. Marie má kratke vlasy. Otec má bryle a plavky na sobě. On je vysoký a je asi 25 let. Otec pracujé na univerzité učitelem angličtiny. Marie říká, že chcí plavát a hrát, ale otec říká, že ona muže být némocná. Jsou má dobrou naladu. Myslim se to je léto. Je velmi dobřé počasí.	2	1519	A2	A2	male	A2	Russian	B1	A2	0	Czech	A2	A2
PHA0509034	write an essay: Everywhere well but at home the best - ID: B2PS0200_doma	"Všude dobře, doma nejlépe
Už žiju skoro  deset let v České republice. Mám tady rodinu a práce a cítím se tady jako doma.   Takový pocit jsem měla u minulého návratu domů do Japonska. Po  dlouhém letu  jsem uviděla Tokijské město z okna autobusu.  Dostala jsem dojem, jak  vypadá město smutně.  Vypadalo tak šedé a nevýrazné.  A budovy stály  tak bezpravidelně, vysoký, nízký,  bez rozdílu stylu všechno dohromadí. Na to jsem už nezvyklá. Cítila jsem se skoro nesympatii. Když jsem vystoupila autobus, přišla mi  ještě horší věc. U stanice Sinjyuku, kde je uprostřed Tokia, bylo tolik lidí, že neměla jsem odvahu jít dopředu mezi lidi. Jak jdou rychlou chůzi, že jsem nemohla chodit rovně a hodně překázila.  O tom jsem vyprávěla kamarádce, která mě ubytovala. Tak ona mi řekla, že musím chodit s  nimi ve stejném tempu nebo nikam prostě nemůžu dojít. Ale prý si na to  člověk zvykne. Tokijský hektický pobyt jsem nějak absolvovala a pak jsem poletěla do mého rodinného městečka. Tam byla opačný problém. U rodičů bylo tolik klidu, že jsem se na konci pobytu malinko nudila. Mrzí m takhle píšu vůči  rodičům, ale když nemám práci tam,  jako jsem  doma host. Skoro nic jsem neudělala než  číst noviny a koukat na televizi. Až jsem se vrátila do Česka jsem  uvědomila, že tady je můj domov. Občas  práce a rodina mi  zlobí, ale mám svoje místo a pocit , že tady mě někdo potřebuje. Ráda cestuju, ale  taky se ráda vratím vždy z cesty zahraničí."	3	3039	B2	B1	female	A2	Other	B1	B1	0	Czech	B1	B2
